"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","cluster","db","Diagnosis"
"2293","regulation of MAP kinase activity (GO:0043405)","1/87",0.291831849744604,0.382974446144883,0,0,2.95691711389386,3.64167258571957,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2294","positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process (GO:2000060)","1/87",0.291831849744604,0.382974446144883,0,0,2.95691711389386,3.64167258571957,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2295","positive regulation of intracellular signal transduction (GO:1902533)","3/479",0.293692104492544,0.382974446144883,0,0,1.6125331711632,1.97571325209409,"GJA1;FLT3;VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2296","T cell activation (GO:0042110)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"LCP1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2297","regulation of stem cell differentiation (GO:2000736)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2298","regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"RNF114","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2299","Wnt signaling pathway, planar cell polarity pathway (GO:0060071)","1/88",0.294641330857596,0.382974446144883,0,0,2.92278219864427,3.57162958766585,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2300","regulation of establishment of planar polarity (GO:0090175)","1/89",0.297439806570846,0.385348188514619,0,0,2.88942307692308,3.50355089710943,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2301","positive regulation of macromolecule metabolic process (GO:0010604)","2/276",0.297660597629713,0.385348188514619,0,0,1.86245141719594,2.25692118950186,"NGF;CD34","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2302","transcription from RNA polymerase II promoter (GO:0006366)","3/485",0.300178116104499,0.386805000889394,0,0,1.5919687704739,1.91574220121039,"IRF3;NPPA;GTF2H2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2303","cell-matrix adhesion (GO:0007160)","1/90",0.300227319451967,0.386805000889394,0,0,2.85681359838663,3.43736200152992,"CD34","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2304","MAPK cascade (GO:0000165)","2/278",0.30058221431343,0.386805000889394,0,0,1.84876717485413,2.22228094809166,"RASA2;PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2305","protein-DNA complex assembly (GO:0065004)","1/91",0.30300391187273,0.389146177077104,0,0,2.82492877492877,3.3729919722991,"GTF2H2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2306","cell cycle G1/S phase transition (GO:0044843)","1/92",0.305769626094891,0.391919004875594,0,0,2.79374471682164,3.31037325521881,"POLE3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2307","protein polyubiquitination (GO:0000209)","2/283",0.307878046402565,0.393110117738188,0,0,1.81540879049776,2.13864509896814,"RNF114;PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2308","proteolysis involved in cellular protein catabolic process (GO:0051603)","1/93",0.308524504169135,0.393110117738188,0,0,2.76323857302118,3.24944147706383,"FAP","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2309","regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)","1/93",0.308524504169135,0.393110117738188,0,0,2.76323857302118,3.24944147706383,"NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2310","transcription elongation from RNA polymerase II promoter (GO:0006368)","1/95",0.314001919471991,0.398517170881938,0,0,2.70417348608838,3.13239606973913,"GTF2H2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2311","interleukin-1-mediated signaling pathway (GO:0070498)","1/95",0.314001919471991,0.398517170881938,0,0,2.70417348608838,3.13239606973913,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2312","cilium assembly (GO:0060271)","2/288",0.315160288458471,0.399203032047397,0,0,1.78321678321678,2.05903390852337,"CEP250;CCDC28B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2313","ciliary basal body-plasma membrane docking (GO:0097711)","1/96",0.316724539977527,0.400021943332593,0,0,2.67557354925776,3.07616802484555,"CEP250","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2314","mRNA metabolic process (GO:0016071)","1/97",0.319436491094924,0.400021943332593,0,0,2.64756944444444,3.02139777999864,"PRMT9","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2315","positive regulation of neuron projection development (GO:0010976)","1/97",0.319436491094924,0.400021943332593,0,0,2.64756944444444,3.02139777999864,"NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2316","protein localization to organelle (GO:0033365)","1/97",0.319436491094924,0.400021943332593,0,0,2.64756944444444,3.02139777999864,"CEP250","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2317","proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)","2/291",0.319522171454517,0.400021943332593,0,0,1.76443625578574,2.01309581065522,"FOXRED2;PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2318","proteolysis (GO:0006508)","2/291",0.319522171454517,0.400021943332593,0,0,1.76443625578574,2.01309581065522,"LACTB;FAP","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2319","phosphatidylinositol biosynthetic process (GO:0006661)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"PIGB","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2320","positive regulation of cell growth (GO:0030307)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2321","regulation of insulin secretion (GO:0050796)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"ITPR2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2322","positive regulation of neuron differentiation (GO:0045666)","1/98",0.322137814055797,0.400194284384702,0,0,2.62014274385408,2.9680343741099,"NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2323","cellular response to transforming growth factor beta stimulus (GO:0071560)","1/100",0.32750873980153,0.40608569272896,0,0,2.56695156695157,2.8653353977187,"WNT10A","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2324","metal ion transport (GO:0030001)","1/101",0.330178424372723,0.407830329148718,0,0,2.54115384615385,2.8159087128386,"KCNH4","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2325","regulation of kinase activity (GO:0043549)","1/101",0.330178424372723,0.407830329148718,0,0,2.54115384615385,2.8159087128386,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2326","regulation of cell proliferation (GO:0042127)","4/740",0.335114705527591,0.413137594982488,0,0,1.39021739130435,1.519900207761,"EGLN3;FLT3;NGF;CDC25B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2327","monovalent inorganic cation transport (GO:0015672)","1/104",0.338124852204166,0.416054580045507,0,0,2.46676624346527,2.67481347244361,"KCNH4","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2328","G1/S transition of mitotic cell cycle (GO:0000082)","1/105",0.340752920657341,0.418491229552552,0,0,2.44292406311637,2.63004627416314,"POLE3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2329","DNA-templated transcription, termination (GO:0006353)","1/106",0.343370685567314,0.420906001663159,0,0,2.41953601953602,2.58635020316197,"GTF2H2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2330","regulation of protein secretion (GO:0050708)","1/107",0.34597818673502,0.421701714397779,0,0,2.39658925979681,2.54369083017039,"ITPR2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2331","positive regulation of epithelial cell proliferation (GO:0050679)","1/107",0.34597818673502,0.421701714397779,0,0,2.39658925979681,2.54369083017039,"VASH2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2332","mitochondrial translation (GO:0032543)","1/107",0.34597818673502,0.421701714397779,0,0,2.39658925979681,2.54369083017039,"EARS2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2333","DNA-templated transcription, elongation (GO:0006354)","1/108",0.348575463970313,0.423270206249666,0,0,2.37407141145459,2.50203512556354,"GTF2H2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2334","regulation of cytokine production (GO:0001817)","1/108",0.348575463970313,0.423270206249666,0,0,2.37407141145459,2.50203512556354,"IRF3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2335","circulatory system development (GO:0072359)","1/109",0.351162556853262,0.424020582667678,0,0,2.35197056030389,2.46135139205637,"GJA1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2336","Wnt signaling pathway (GO:0016055)","1/109",0.351162556853262,0.424020582667678,0,0,2.35197056030389,2.46135139205637,"WNT10A","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2337","regulation of Wnt signaling pathway (GO:0030111)","1/109",0.351162556853262,0.424020582667678,0,0,2.35197056030389,2.46135139205637,"NOTUM","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2338","negative regulation of cytokine production (GO:0001818)","1/110",0.35373950479824,0.424750409107181,0,0,2.3302752293578,2.42160919922419,"IRF3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2339","cellular response to peptide hormone stimulus (GO:0071375)","1/110",0.35373950479824,0.424750409107181,0,0,2.3302752293578,2.42160919922419,"ENPP1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2340","cellular response to insulin stimulus (GO:0032869)","1/110",0.35373950479824,0.424750409107181,0,0,2.3302752293578,2.42160919922419,"ENPP1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2341","positive regulation of developmental process (GO:0051094)","1/113",0.361409870825574,0.431554115625361,0,0,2.26751373626374,2.30774529929846,"CD34","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2342","positive regulation of canonical Wnt signaling pathway (GO:0090263)","1/113",0.361409870825574,0.431554115625361,0,0,2.26751373626374,2.30774529929846,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2343","positive regulation of kinase activity (GO:0033674)","1/113",0.361409870825574,0.431554115625361,0,0,2.26751373626374,2.30774529929846,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2344","positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)","1/116",0.368990337152154,0.438982979374386,0,0,2.20802675585284,2.20136916185492,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2345","cellular response to interferon-gamma (GO:0071346)","1/116",0.368990337152154,0.438982979374386,0,0,2.20802675585284,2.20136916185492,"IRF3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2346","cellular protein localization (GO:0034613)","2/327",0.371260108434562,0.440871378766042,0,0,1.56611388611389,1.55178764185339,"UNC93B1;CEP250","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2347","calcium ion transport (GO:0006816)","1/118",0.373994551261033,0.442491721821662,0,0,2.17006355467894,2.13428799649277,"ANO6","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2348","positive regulation of protein serine/threonine kinase activity (GO:0071902)","1/118",0.373994551261033,0.442491721821662,0,0,2.17006355467894,2.13428799649277,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2349","actin filament organization (GO:0007015)","1/120",0.37895957791842,0.44754641194753,0,0,2.13337642749407,2.07007004824042,"LCP1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2350","stimulatory C-type lectin receptor signaling pathway (GO:0002223)","1/121",0.381427490687412,0.4496389762483,0,0,2.11549145299145,2.038983668111,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2351","tumor necrosis factor-mediated signaling pathway (GO:0033209)","1/123",0.386334303383813,0.454593734036326,0,0,2.08060109289617,1.97876027459684,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2352","innate immune response activating cell surface receptor signaling pathway (GO:0002220)","1/124",0.388773278150153,0.45497742334239,0,0,2.06358140504482,1.94958697628463,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2353","organic anion transport (GO:0015711)","1/124",0.388773278150153,0.45497742334239,0,0,2.06358140504482,1.94958697628463,"SLC26A4","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2354","negative regulation of macromolecule metabolic process (GO:0010605)","1/124",0.388773278150153,0.45497742334239,0,0,2.06358140504482,1.94958697628463,"CD34","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2355","regulation of gene expression (GO:0010468)","5/1037",0.390417790840688,0.456075755665614,0,0,1.23670909281374,1.163171717019,"ZFP1;BCL11B;NGF;CD34;PRMT9","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2356","non-canonical Wnt signaling pathway (GO:0035567)","1/127",0.396032922687439,0.460138971323895,0,0,2.01414326414326,1.86561617678008,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2357","vesicle organization (GO:0016050)","1/127",0.396032922687439,0.460138971323895,0,0,2.01414326414326,1.86561617678008,"CD34","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2358","positive regulation of protein kinase B signaling (GO:0051897)","1/127",0.396032922687439,0.460138971323895,0,0,2.01414326414326,1.86561617678008,"VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2359","regulation of mRNA stability (GO:0043488)","1/128",0.398433834004907,0.46209740891772,0,0,1.99818291944276,1.83875556167003,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2360","generation of neurons (GO:0048699)","1/130",0.403207421601618,0.46596063390813,0,0,1.96700457165573,1.78663842660631,"WNT10A","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2361","protein glycosylation (GO:0006486)","1/130",0.403207421601618,0.46596063390813,0,0,1.96700457165573,1.78663842660631,"PARP2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2362","Fc-gamma receptor signaling pathway involved in phagocytosis (GO:0038096)","1/133",0.410297760899199,0.472443021228517,0,0,1.92200854700855,1.71226386117766,"VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2363","cellular response to organic substance (GO:0071310)","1/133",0.410297760899199,0.472443021228517,0,0,1.92200854700855,1.71226386117766,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2364","transcription, DNA-templated (GO:0006351)","2/356",0.411827543097047,0.472443021228517,0,0,1.43568860518013,1.27367201034074,"IRF3;GTF2H2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2365","Fc-gamma receptor signaling pathway (GO:0038094)","1/134",0.412642674026274,0.472443021228517,0,0,1.90746096009254,1.68843342984725,"VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2366","adenylate cyclase-modulating G-protein coupled receptor signaling pathway (GO:0007188)","1/134",0.412642674026274,0.472443021228517,0,0,1.90746096009254,1.68843342984725,"AKAP12","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2367","post-translational protein modification (GO:0043687)","2/357",0.413204809588409,0.472443021228517,0,0,1.43157124565575,1.26523970539796,"PSME1;NOTUM","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2368","Fc receptor mediated stimulatory signaling pathway (GO:0002431)","1/135",0.41497838024975,0.473632568270916,0,0,1.89313050133946,1.66506290389773,"VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2369","muscle contraction (GO:0006936)","1/137",0.419622314738022,0.477246505846412,0,0,1.86510180995475,1.61965482749008,"GJA1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2370","positive regulation of transferase activity (GO:0051347)","1/137",0.419622314738022,0.477246505846412,0,0,1.86510180995475,1.61965482749008,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2371","regulation of signal transduction by p53 class mediator (GO:1901796)","1/138",0.421930614009305,0.477940330846806,0,0,1.85139434774471,1.59759484319883,"HUS1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2372","response to cytokine (GO:0034097)","1/138",0.421930614009305,0.477940330846806,0,0,1.85139434774471,1.59759484319883,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2373","cellular response to growth factor stimulus (GO:0071363)","1/139",0.424229848317694,0.477940330846806,0,0,1.83788554440728,1.57594986787832,"WNT10A","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2374","neuron differentiation (GO:0030182)","1/139",0.424229848317694,0.477940330846806,0,0,1.83788554440728,1.57594986787832,"WNT10A","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2375","inorganic cation transmembrane transport (GO:0098662)","1/140",0.426520052912036,0.477940330846806,0,0,1.8245711123409,1.55470955637884,"ANO6","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2376","regulation of small GTPase mediated signal transduction (GO:0051056)","1/140",0.426520052912036,0.477940330846806,0,0,1.8245711123409,1.55470955637884,"VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2377","negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433)","1/140",0.426520052912036,0.477940330846806,0,0,1.8245711123409,1.55470955637884,"CEBPG","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2378","positive regulation of Wnt signaling pathway (GO:0030177)","1/140",0.426520052912036,0.477940330846806,0,0,1.8245711123409,1.55470955637884,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2379","cellular macromolecule biosynthetic process (GO:0034645)","2/367",0.426890976623231,0.477940330846806,0,0,1.39163849848781,1.18459973869969,"POLE3;HUS1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2380","regulation of nucleic acid-templated transcription (GO:1903506)","3/607",0.431464549832985,0.482225085107454,0,0,1.26243900313698,1.06116826133116,"ZFP1;BCL11B;PRMT9","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2381","organelle assembly (GO:0070925)","2/376",0.439069093692288,0.489876743566871,0,0,1.35752482811306,1.11737663543868,"CD34;CCDC28B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2382","regulation of transcription, DNA-templated (GO:0006355)","7/1598",0.445796617455649,0.496525198062671,0,0,1.12010266080034,0.904922478003889,"GTF2H2C;ZFP1;BCL11B;NFKBIZ;CEBPG;GTF2H2;PRMT9","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2383","heart development (GO:0007507)","1/149",0.44673128667726,0.496709829937194,0,0,1.71283783783784,1.38020132718373,"GJA1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2384","cellular response to interleukin-1 (GO:0071347)","1/150",0.448933097070312,0.49744559298014,0,0,1.70125623816899,1.36250448907964,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2385","negative regulation of cell differentiation (GO:0045596)","1/150",0.448933097070312,0.49744559298014,0,0,1.70125623816899,1.36250448907964,"ENPP1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2386","positive regulation of transcription, DNA-templated (GO:0045893)","5/1120",0.455876042177759,0.504111919729452,0,0,1.13961944006787,0.895210208980384,"HELZ2;IRF3;BCL11B;PLAG1;CEBPG","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2387","regulation of cellular macromolecule biosynthetic process (GO:2000112)","3/631",0.456510020188436,0.504111919729452,0,0,1.21268437814281,0.950919941985196,"ZFP1;BCL11B;PRMT9","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2388","axon guidance (GO:0007411)","1/158",0.466238913077178,0.513976685747196,0,0,1.61391474767271,1.23150908639632,"EFNA2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2389","protein modification by small protein conjugation (GO:0032446)","2/398",0.468245420555243,0.515309270321443,0,0,1.28066378066378,0.971719930573723,"UVSSA;KLHDC7A","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2390","positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123)","1/163",0.476781393686913,0.521151912557945,0,0,1.56370686926242,1.15823327982448,"GJA1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2391","neuron projection morphogenesis (GO:0048812)","1/163",0.476781393686913,0.521151912557945,0,0,1.56370686926242,1.15823327982448,"NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2392","T cell receptor signaling pathway (GO:0050852)","1/163",0.476781393686913,0.521151912557945,0,0,1.56370686926242,1.15823327982448,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2393","regulation of protein kinase B signaling (GO:0051896)","1/163",0.476781393686913,0.521151912557945,0,0,1.56370686926242,1.15823327982448,"VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2394","regulation of mitotic cell cycle (GO:0007346)","1/165",0.480940582090797,0.524223770477351,0,0,1.54448092557849,1.13057787081623,"CDC25B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2395","negative regulation of programmed cell death (GO:0043069)","2/408",0.481214699524875,0.524223770477351,0,0,1.24848058345595,0.913190819941439,"FLT3;NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2396","neuron projection development (GO:0031175)","1/167",0.485067123259563,0.52753091182774,0,0,1.52571825764597,1.10380833512196,"NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2397","peptidyl-serine modification (GO:0018209)","1/170",0.491196274327368,0.533298812126856,0,0,1.49840691852526,1.06523469060444,"PARP2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2398","protein autophosphorylation (GO:0046777)","1/175",0.501251846535703,0.542733316252905,0,0,1.45498084291188,1.00487759623871,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2399","positive regulation of cell proliferation (GO:0008284)","2/424",0.501566238085115,0.542733316252905,0,0,1.20016002954392,0.828133943967734,"FLT3;CDC25B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2400","phosphate-containing compound metabolic process (GO:0006796)","1/183",0.516934109207096,0.558427148073218,0,0,1.39046210200056,0.917482320023766,"ENPP1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2401","regulation of GTPase activity (GO:0043087)","1/188",0.526487232312601,0.567797582761169,0,0,1.35294117647059,0.867949914698542,"VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2402","protein complex assembly (GO:0006461)","1/189",0.528375351316406,0.568884128250664,0,0,1.34567648663393,0.858472101273582,"ANO6","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2403","RNA metabolic process (GO:0016070)","1/191",0.532129316498339,0.571972609746967,0,0,1.33137651821862,0.839923830580206,"PARP2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2404","cilium organization (GO:0044782)","1/192",0.533995220334262,0.573024771322148,0,0,1.32433883742784,0.830848325240729,"CCDC28B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2405","RNA processing (GO:0006396)","1/193",0.535853776572877,0.574065571585537,0,0,1.31737446581197,0.821901972318767,"PRMT9","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2406","positive regulation of cell differentiation (GO:0045597)","1/194",0.537705013874633,0.574144527211592,0,0,1.31048226385014,0.813082391685156,"CD34","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2407","cellular response to tumor necrosis factor (GO:0071356)","1/194",0.537705013874633,0.574144527211592,0,0,1.31048226385014,0.813082391685156,"PSME1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2408","nervous system development (GO:0007399)","2/455",0.539539075161565,0.575152215436255,0,0,1.11625240102061,0.688772457914322,"BCL11B;NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2409","cellular response to cytokine stimulus (GO:0071345)","2/456",0.540731098739605,0.575473294540008,0,0,1.11373648378054,0.684762131249187,"FLT3;VAV1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2410","positive regulation of ERK1 and ERK2 cascade (GO:0070374)","1/201",0.550461119012103,0.584846907152322,0,0,1.26416666666667,0.75470617744306,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2411","rRNA processing (GO:0006364)","1/202",0.552254819447239,0.584846907152322,0,0,1.25781349661947,0.74682136733342,"RRP15","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2412","positive regulation of multicellular organismal process (GO:0051240)","1/202",0.552254819447239,0.584846907152322,0,0,1.25781349661947,0.74682136733342,"CD34","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2413","regulation of MAPK cascade (GO:0043408)","1/203",0.554041453128584,0.585778688577849,0,0,1.251523229246,0.739044203256257,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2414","regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)","1/204",0.555821047447434,0.586699994527847,0,0,1.24529493495011,0.73137279051051,"GJA1","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2415","protein phosphorylation (GO:0006468)","2/470",0.557199329047061,0.587195377755957,0,0,1.07964257964258,0.631409789577781,"FLT3;CDC25B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2416","cellular protein modification process (GO:0006464)","4/1001",0.562692572308898,0.591241865132148,0,0,1.01231695085256,0.58210436861995,"EGLN3;PSME1;NOTUM;CDC25B","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2417","positive regulation of phosphorylation (GO:0042327)","1/208",0.562869577486488,0.591241865132148,0,0,1.22098352533135,0.70170818671139,"FLT3","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2418","neutrophil degranulation (GO:0043312)","2/479",0.567567528278072,0.595208804005901,0,0,1.05878188897057,0.599689344134517,"GAA;ANO6","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2419","neutrophil activation involved in immune response (GO:0002283)","2/483",0.572120355818507,0.599010939803494,0,0,1.04976104976105,0.586192761116437,"GAA;ANO6","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2420","cellular protein metabolic process (GO:0044267)","2/484",0.573253234433831,0.59905012202288,0,0,1.04752923425123,0.582874298195011,"NPPA;NOTUM","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2421","negative regulation of apoptotic process (GO:0043066)","2/485",0.574383979630059,0.59905012202288,0,0,1.04530666021349,0.579577754053345,"FLT3;NGF","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2422","positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091)","1/215",0.574939745594715,0.59905012202288,0,0,1.18062544931704,0.653464420019682,"CEBPG","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2423","neutrophil mediated immunity (GO:0002446)","2/487",0.576639065310217,0.599853198374235,0,0,1.04088900789932,0.573049728018058,"GAA;ANO6","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
"2424","axonogenesis (GO:0007409)","1/223",0.588331662532159,0.611032562694172,0,0,1.13761838761839,0.603466098846179,"EFNA2","Upreg","GO_Biological_Process_2018","eGFPc_eGFPs"
